,video_id,channelTitle,title,description,publishedAt,tags,viewCount,likeCount,favoriteCount,commentCount,duration,definition,caption,licensedContent,publishedDayName,durationSecs,tagCount
13,aaUx2q4CVXI,Guy Skills,Nenjumudi பாசப்பிணைப்பு 🫂✨ | Day 1 | Guyskills,"Vaa nanba, ukkaru, pesu... nalla irukya? Puridhu... Seri paathuklam udu... papom thatti udu....🫂

#guyskills 

 follow us:
instagram:
https://www.instagram.com/guyskills_thalaimaraivu/

subscribe with love:
https://www.youtube.com/channel/UCH_h...
___________________________________________",2024-09-15 12:00:04+00:00,"['guyskills', 'Nenjumudi', 'பாசப்பிணைப்பு', 'Nenjumudi பாசப்பிணைப்பு']",27036.0,2866.0,0.0,168.0,PT17M16S,hd,false,True,Sunday,1036,4
14,Pr9lbCXRn1g,Guy Skills,குத்துனது ​Friend ah இருந்தாலும்🫂... see more,"Why waste time on description when you can watch the video?
#guyskills #toxicfriends ... this is not #thursdaytharkuris 
__________________________________________
follow us:
instagram:
https://www.instagram.com/guyskills.mp4/

subscribe with love:
https://www.youtube.com/channel/UCH_h...
___________________________________________",2024-09-05 16:00:07+00:00,"['guyskills', 'toixc friends', 'toxic boyfriend', 'thursday tharkuris']",34064.0,2747.0,0.0,118.0,PT12M59S,hd,false,True,Thursday,779,4
15,sz9F6sVIyN4,Guy Skills,Wh(ole) Universe | Guyskills,"Why waste time on description when you can watch the video?
#guyskills  #thursdaytharkuris 
__________________________________________
 follow us:
instagram:
https://www.instagram.com/guyskills.mp4/

subscribe with love:
https://www.youtube.com/channel/UCH_h...
___________________________________________",2024-08-29 16:00:07+00:00,"['guyskills', 'thursday tharkuris', 'guyskills thursday tharkuris', 'universe', 'guy skills', 'Guy Skills']",26859.0,2249.0,0.0,115.0,PT16M54S,hd,false,True,Thursday,1014,6
16,o43N0EnT5pU,Guy Skills,Marriage Oru Alasal Ft @SchumyVannakaviyangalOfficial | Thursday Tharkuris | Guyskills,"Why waste time on description when you can watch the video?
#thursdaytharkuris #guyskills #schumyvannakaviyangal
__________________________________________
follow us:
instagram:
https://www.instagram.com/guyskills.mp4/

subscribe with love:
https://www.youtube.com/channel/UCH_h...
___________________________________________",2024-08-22 16:00:07+00:00,"['schumy vanna kaviyangal', 'guyskills', 'thursday tharkuris', 'schumy', 'svk podcast', 'guyskills thursday tharkuris', 'guyskills tts', 'schumy vanna kaviyangal podcast']",37578.0,2620.0,0.0,212.0,PT24M21S,hd,false,True,Thursday,1461,8
17,oG90zAAC7hU,Guy Skills,You Are Not A Rationalist 😭 | Guyskills | Shit Post,"Why waste time on description when you can watch the video?
#guyskills 
__________________________________________
#thursdaytharkuris #guyskillsthursdaytharkuris
___________________________________________
 follow us:
instagram:
https://www.instagram.com/guyskills.mp4/

subscribe with love:
https://www.youtube.com/channel/UCH_h...
___________________________________________",2024-08-15 16:00:07+00:00,"['guyskills', 'thursday tharkuris', 'guyskills thursday tharkuris', 'jk tamil', 'plip plip', 'rationalist', 'thursdaytharkuris', 'guyskills tts', 'Shit post']",31955.0,2680.0,0.0,111.0,PT11M19S,hd,false,True,Thursday,679,9
18,60z0KnmyCDs,Guy Skills,Hate Comments - Bayandhutom😱 | Thursday Tharkuris | Guyskills,"We have reacted to the hate comments that they got, but since they got it because of us, it is our responsibility to clarify it. And any targeted words are in general intent and doesn't pin point anybody in specific.

#guyskills #thursdaytharkuris #hatecomments 
___________________________________________
 follow us:
instagram:
https://www.instagram.com/guyskills.mp4/

subscribe with love:
https://www.youtube.com/channel/UCH_h...
___________________________________________",2024-08-08 16:00:07+00:00,"['guyskills', 'thursday tharkuris', 'guyskills thursday tharkuris', 'reacting to hate comments', 'guyskills tts', 'thursday tharkuris guyskills']",52538.0,4512.0,0.0,277.0,PT12M22S,hd,false,True,Thursday,742,6
19,G1wN8KuJCpg,Guy Skills,@thebiriyaniman Final Reply - | Thursday Tharkuris | Guyskills,"Na marubadyum solren, Thursday tharkuris nradhu enga series peruh nga, naanga yarayum mention panla
#guyskills #thursdatharkuris

Also the title has been changed from ""Get some rest"" to ""Final reply"" as we decided not to involve in his issue until he unnecessarily assassinates anybody else's character or ourselves included. Rest assured, hope he comes back stronger and gets back to his prime. 
__________________________________________
 follow us:
instagram:
https://www.instagram.com/guyskills.mp4/

subscribe with love:
https://www.youtube.com/channel/UCH_h...
___________________________________________",2024-07-30 16:00:07+00:00,"['thursday tharkuris', 'guyskills', 'biriyani man', 'thursday tharkuris guyskills', 'reply to biriyani man', 'thebiriyaniman', 'guy skills']",108877.0,8956.0,0.0,465.0,PT11M42S,hd,false,False,Tuesday,702,7
20,jiW9u8zglLU,Guy Skills,Q n A: Little Things That Matter Ft. @JK16377. @YeahTubeSathyeah @PlipPlip  | Guyskills,"Stop and learn to appreciate little things, chances are that you might miss a lot of wholesome shit 
#guyskills #thursdaytharkuris #thursdaytharkurisguyskills


Nanri @JK16377. @YeahTubeSathyeah @PlipPlip 
__________________________________________
 follow us:
instagram:
https://www.instagram.com/guyskills.mp4/

subscribe with love:
https://www.youtube.com/channel/UCH_h...
___________________________________________",2024-07-25 16:00:07+00:00,"['jk tamil', 'yeahtube', 'plip plip', 'guyskills', 'guy skills', 'thursday tharkuris', 'wholesome']",92439.0,9402.0,0.0,264.0,PT19M44S,hd,false,True,Thursday,1184,7
21,6kijt3ygZno,Guy Skills,Relatives - How To Stay Safe (ANTHEM) | Thursday Tharkuris | Guyskills,"Why waste time on description when you can watch the video?
#thursdaytharkuris #guyskills #relatives 
__________________________________________
 follow us:
instagram:
https://www.instagram.com/guyskills.mp4/

subscribe with love:
https://www.youtube.com/channel/UCH_h...
___________________________________________",2024-07-18 16:00:07+00:00,"['thursday tharkuris', 'guyskills', 'thursday tharkuris guyskills', 'relatives troll']",44502.0,3587.0,0.0,202.0,PT19M53S,hd,false,True,Thursday,1193,4
22,c045PKhLlbQ,Guy Skills,Biriyani Man Reply - 2 | Vegan On My Plate | Thursday Tharkuris | Guyskills,"Another reply to @thebiriyaniman for one last time .
#thursdaytharkuris #guyskills #vegantroll 
__________________________________________
 follow us:
instagram:
https://www.instagram.com/guyskills.mp4/

subscribe with love:
https://www.youtube.com/channel/UCH_h...
___________________________________________",2024-07-11 16:00:06+00:00,"['thursday tharkuris', 'guyskills', 'thursday tharkuris guyskills', 'vegan troll', 'tamil vegan troll', 'vegan troll tamil', 'Biriyani man', 'Briyani man', 'Briyaniman', 'biriyaniman', 'thebiriyaniman']",95374.0,7125.0,0.0,669.0,PT26M7S,hd,false,True,Thursday,1567,11
23,DpB45oaPb6w,Guy Skills,Reply to @thebiriyaniman on Clothing | Thursday Tharkuris | Guyskills,"Disclaimer:
Hi @thebiriyaniman ,

In this video, we are against the morale against tailor akka in your video and not against you, and you as a creator know that having the proper title elevates SEO to boost the reach (One of the main things, we as creators are focused on) The name of the series we are doing is ""Thursday Tharkuris"" and i kindly ask you not to misinterpret the word in the title. No offence, thats just the title of our series!

links:

https://images.app.goo.gl/k6ZPpbsZVVLoWdUn6

https://images.app.goo.gl/c5W4eoH4rseXzFJm7

https://images.app.goo.gl/XqfvEvoza4qsGTLH6

https://www.hindustantimes.com/cities/chandigarh-news/shocking-infant-hospitalised-after-relative-rapes-her-in-ludhiana-village-punjab-police-investigating-101689406062329-amp.html

https://timesofindia.indiatimes.com/city/lucknow/uttar-pradesh-baby-girl-murdered-after-suspected-rape/amp_articleshow/74183584.cms

https://www.aljazeera.com/news/2018/1/30/eight-month-old-baby-raped-in-indian-capital-delhi


#guyskills #thursdaytharkuris #biriyaniman 
__________________________________________
 follow us:
instagram:
https://www.instagram.com/guyskills.mp4/

subscribe with love:
https://www.youtube.com/channel/UCH_h...
___________________________________________",2024-07-04 16:00:07+00:00,"['guyskills', 'thursday tharkuris', 'guyskills thursday tharkuris', 'thursday tharkuris guyskills', 'tailor akka', 'biryani man']",212587.0,15531.0,0.0,1254.0,PT16M34S,hd,false,True,Thursday,994,6
24,BuYrXpOq7ws,Guy Skills,How Social Media Objectifies You | Thursday Tharkuris | Guyskils,"Why waste time on description when you can watch the video?
#guyskills #thursdaytharkuris #guyskillstts
__________________________________________
Guyskills is an entertainment channel, Subscribe and join the fun.
___________________________________________
 follow us:
instagram:
https://www.instagram.com/guyskills.mp4/

subscribe with love:
https://www.youtube.com/channel/UCH_h...
___________________________________________
links:
https://www.bernabeipllc.com/blog/2023/03/studies-on-sexual-harassment-suggest-many-incidents-go-unreported/#:~:text=In%20some%20cases%2C%20workers%20may,involving%20harassment%20are%20never%20reported

https://www.deccanherald.com/amp/story/opinion%2Fdomestic-violence-an-untamed-evil-2833197",2024-06-27 16:00:06+00:00,"['guyskills', 'thursday tharkuris', 'guyskills thursday tharkuris', 'social media influence', 'jk tamil', 'aj bhairav', 'feminism tamil']",111525.0,9611.0,0.0,522.0,PT15M48S,hd,false,True,Thursday,948,7
25,C53CxSB0Dho,Guy Skills,Tamil Serial Toxicity - Pt. 2 | Thursday Tharkuris | Guyskills,"Why waste time on description when you can watch the video?
#guyskills #thursdaytharkuris #tamilserials 
__________________________________________
___________________________________________
 follow us:
instagram:
https://www.instagram.com/guyskills.mp4/
___________________________________________",2024-06-20 16:00:06+00:00,"['guyskills', 'thursday tharkuris', 'thursday tharkuris guyskills', 'guyskills tts', 'tamil serials', 'tamil serial troll', 'culture troll', 'tamil feminism', 'guyskills thursday tharkuris']",72926.0,6061.0,0.0,329.0,PT15M20S,hd,false,True,Thursday,920,9
26,TiPaby6O8zM,Guy Skills,The Only Problem With Feminism | Thursday Tharkuris | Guyskills,"Why waste time on description when you can watch the video?
#thursdaytharkuris #guyskills 
__________________________________________
Guyskills is an entertainment channel, Subscribe and join the fun.
___________________________________________
 follow us:
instagram:
https://www.instagram.com/guyskills.mp4/

subscribe with love:
https://www.youtube.com/channel/UCH_h...
___________________________________________",2024-06-13 16:00:07+00:00,"['guyskills', 'thursday tharkuris', 'thursday tharkuris guyskills', 'feminism tamil', 'tamil feminist', 'toxic feminism', 'pseudo feminism']",78618.0,7112.0,0.0,414.0,PT12M34S,hd,false,True,Thursday,754,7
27,teFufAldwf8,Guy Skills,Men are Gold diggers too (Dowry) | Thursday Tharkuris | Guyskills,"Why waste time on description when you can watch the video?
#guyskills #thursdaytharkuris 
__________________________________________
Guyskills is an entertainment channel, Subscribe and join the fun.
___________________________________________
 follow us:
instagram:
https://www.instagram.com/guyskills.mp4/

subscribe with love:
https://www.youtube.com/channel/UCH_h...
___________________________________________",2024-06-06 16:00:07+00:00,"['guyskills', 'guyskills thursday tharkuris', 'thursday tharkuris', 'thursday tharkuris guyskills', 'guyskills tts', 'feminism', 'tamil feminism', 'what is dowry tamil', 'plip plip']",45874.0,3993.0,0.0,230.0,PT11M53S,hd,false,True,Thursday,713,9
28,9dH5STH6vPs,Guy Skills,"One Life, One Woman @ajbhairav  | TTS | Guyskills","Why waste time on description when you can watch the video?
#thursdaytharkuris #guyskills 
__________________________________________
Guyskills is an entertainment channel, Subscribe and join the fun.
___________________________________________
 follow us:
instagram:
https://www.instagram.com/guyskills.mp4/

subscribe with love:
https://www.youtube.com/channel/UCH_h...
___________________________________________",2024-05-30 16:00:07+00:00,"['ajbhairav', 'guyskills', 'thursday tharkuris', 'thursday tharkuris guyskills', 'ajbhairav tamil', 'leftists tamil', 'aj bhairav controversy', 'feminism tamil', 'feminist tamil']",180138.0,15067.0,0.0,1406.0,PT15M8S,hd,false,True,Thursday,908,9
29,DL_09-g4bpY,Guy Skills,You Are Stuck Inside Matrix | Thursday Tharkuris | Guyskills,"Why waste time on description when you can watch the video?
#guyskills #thursdaytharkuris #matrix
__________________________________________
Guyskills is an entertainment channel, Subscribe and join the fun.
___________________________________________
 follow us:
instagram:
https://www.instagram.com/guyskills.mp4/

subscribe with love:
https://www.youtube.com/channel/UCH_h...
___________________________________________",2024-05-23 16:00:06+00:00,"['guyskills', 'thursday tharkuris', 'thursday tharkuris guyskills', 'matrix tamil', 'matrix tamil troll']",31143.0,2591.0,0.0,91.0,PT11M36S,hd,false,True,Thursday,696,5
30,VZB2WWyLvd4,Guy Skills,You Are Stuck in a Loop | Guyskills | Thursday Tharkuris,"Why waste time on description when you can watch the video?
#guyskills #thursdaytharkuris
__________________________________________
Guyskills is an entertainment channel, Subscribe and join the fun.
___________________________________________
 follow us:
instagram:
https://www.instagram.com/guyskills.mp4/

subscribe with love:
https://www.youtube.com/channel/UCH_h...
___________________________________________",2024-05-16 16:00:16+00:00,"['guyskills', 'thursday tharkuris', 'plip plip', 'thursday tharkuris guyskills']",38942.0,2938.0,0.0,136.0,PT14M37S,hd,false,True,Thursday,877,4
31,CAjx7enAQ9w,Guy Skills,Who Will The Women Choose? Man Vs Bear | TTS - Guyskills,"Why waste time on description when you can watch the video?
#guyskills #thursdaytharkuris
__________________________________________
Guyskills is an entertainment channel, Subscribe and join the fun.
___________________________________________
 follow us:
instagram:
https://www.instagram.com/guyskills.mp4/

subscribe with love:
https://www.youtube.com/channel/UCH_h...
___________________________________________",2024-05-09 16:00:07+00:00,"['guyskills', 'thursday tharkuris', 'tts', 'internet survey', 'bear vs man', 'would women choose man or bear']",35674.0,3136.0,0.0,193.0,PT10M14S,hd,false,True,Thursday,614,6
32,CJqTs3pHzbs,Guy Skills,Profession Is The New Cast(e) | TTS Guyskils,"Why waste time on description when you can watch the video?
#guyskills #TTS #thursdaytharkuris
__________________________________________
Guyskills is an entertainment channel, Subscribe and join the fun.
___________________________________________
 follow us:
instagram:
https://www.instagram.com/guyskills.mp4/

subscribe with love:
https://www.youtube.com/channel/UCH_h...
___________________________________________",2024-05-02 16:00:22+00:00,"['guyskills', 'tts', 'thursday tharkuris', 'thursday tharkuris guyskills', 'plip plip', 'manichow']",34916.0,2544.0,0.0,158.0,PT13M35S,hd,false,True,Thursday,815,6
33,l2zHJJFPO_k,Guy Skills,Plip Plip Is An Alpha Male Ft. @PlipPlip,"Why waste time on description when you can watch the video?

__________________________________________
Guyskills is an entertainment channel, Subscribe and join the fun.
___________________________________________
 follow us:
instagram:
https://www.instagram.com/guyskills.mp4/

subscribe with love:
https://www.youtube.com/channel/UCH_h...
___________________________________________",2024-04-25 16:00:38+00:00,"['plip plip', 'manichow', 'jk tamil', 'guyskills', 'plip plip tamil']",167346.0,10179.0,0.0,221.0,PT11M53S,hd,false,True,Thursday,713,5
34,p0RjyO6Qp3w,Guy Skills,Periya Plan😤,"Why waste time on description when you can watch the video?
#Entertainment #Vlogs #Challenges
__________________________________________
Guyskills is an entertainment channel, Subscribe and join the fun.
___________________________________________
 follow us:
instagram:
https://www.instagram.com/guyskills.mp4/

subscribe with love:
https://www.youtube.com/channel/UCH_h...
___________________________________________",2024-04-21 11:25:02+00:00,,5593.0,394.0,0.0,13.0,PT34M46S,hd,false,False,Sunday,2086,0
35,DSpmelPVCEQ,Guy Skills,"""We Gave Them A Lot of Freedom""","Why waste time on description when you can watch the video?
#Entertainment #Vlogs #Challenges
__________________________________________
Guyskills is an entertainment channel, Subscribe and join the fun.
___________________________________________
 follow us:
instagram:
https://www.instagram.com/guyskills.mp4/

subscribe with love:
https://www.youtube.com/channel/UCH_h...
___________________________________________",2024-04-18 16:00:07+00:00,"['manichow', 'jk tamil', 'plip plip', 'a2d', 'guyskills']",58929.0,4504.0,0.0,278.0,PT8M53S,hd,false,True,Thursday,533,5
36,fahmlPPYHfw,Guy Skills,It's The Little Things That Matter,"Why waste time on description when you can watch the video?
#Entertainment #Vlogs #Challenges
__________________________________________
Guyskills is an entertainment channel, Subscribe and join the fun.
___________________________________________
 follow us:
instagram:
https://www.instagram.com/guyskills.mp4/

subscribe with love:
https://www.youtube.com/channel/UCH_h...
___________________________________________",2024-04-14 09:32:25+00:00,"['vlogs', 'tamil vlogs', 'guyskills', 'plip plip', 'homie5']",13584.0,1278.0,0.0,61.0,PT4M4S,hd,false,True,Sunday,244,5
37,1tuyWwTez2c,Guy Skills,Sanda Seilama😌,"Why waste time on description when you can watch the video?
#Entertainment #Vlogs #Challenges
__________________________________________
Guyskills is an entertainment channel, Subscribe and join the fun.
___________________________________________
 follow us:
instagram:
https://www.instagram.com/guyskills.mp4/

subscribe with love:
https://www.youtube.com/channel/UCH_h...
___________________________________________",2024-04-07 10:17:41+00:00,,5553.0,498.0,0.0,24.0,PT29M10S,hd,false,False,Sunday,1750,0
38,pPEGXX-6GD4,Guy Skills,WE NEED GAAJ EDUCATION,"Why waste time on description when you can watch the video?
__________________________________________
Guyskills is an entertainment channel, Subscribe and join the fun.
___________________________________________
 follow us:
instagram:
https://www.instagram.com/guyskills.mp4/

subscribe with love:
https://www.youtube.com/channel/UCH_h...
___________________________________________",2024-04-05 15:30:06+00:00,"['jk tamil', 'manichow', 'plip plip', 'guyskills']",39632.0,3426.0,0.0,183.0,PT9M18S,hd,false,True,Friday,558,4
39,DpKaCMsNs58,Guy Skills,WE HAD AN ARGUMENT IN THE PUBLIC,"Why waste time on description when you can watch the video?
#Entertainment #Vlogs
__________________________________________
Guyskills is an entertainment channel, Subscribe and join the fun.
___________________________________________
 follow us:
instagram:
https://www.instagram.com/guyskills.mp4/

subscribe with love:
https://www.youtube.com/channel/UCH_h...
___________________________________________",2024-03-31 09:43:27+00:00,"['vlogs', 'tamil vlogs', 'tamil vlogger', 'logan paul vlogs', 'vlogs in tamil', 'guyskills']",20403.0,1831.0,0.0,91.0,PT5M4S,hd,false,True,Sunday,304,6
40,o1cCCXkDtCk,Guy Skills,How Love Is Destroyed,"Why waste time on description when you can watch the video?
#Entertainment #Challenges
__________________________________________
Guyskills is an entertainment channel, Subscribe and join the fun.
___________________________________________
 follow us:
instagram:
https://www.instagram.com/guyskills.mp4/

subscribe with love:
https://www.youtube.com/channel/UCH_h...
___________________________________________",2024-03-28 16:00:39+00:00,"['Jk tamil', 'plip plip', 'manichow', 'guyskills']",52694.0,4559.0,0.0,239.0,PT15M35S,hd,false,True,Thursday,935,4
41,GrbelbJNdrc,Guy Skills,Vlog 29 | Youtube Betrayed Us,"Why waste time on description when you can watch the video?
#Entertainment #Vlogs
__________________________________________
Guyskills is an entertainment channel, Subscribe and join the fun.
___________________________________________
 follow us:
instagram:
https://www.instagram.com/guyskills.mp4/

subscribe with love:
https://www.youtube.com/channel/UCH_h...
___________________________________________",2024-03-24 11:00:24+00:00,"['vlogs', 'tamil vlogs', 'jk tamil', 'plip plip', 'manichow']",12584.0,1462.0,0.0,109.0,PT5M42S,hd,false,False,Sunday,342,5
42,SIXYq2Fn5B0,Guy Skills,WH*TE GUYS DONT LIE,"Why waste time on description when you can watch the video?

__________________________________________
Guyskills is an entertainment channel, Subscribe and join the fun.
___________________________________________
 follow us:
instagram:
https://www.instagram.com/guyskills.mp4/

subscribe with love:
https://www.youtube.com/channel/UCH_h...
___________________________________________",2024-03-21 16:00:30+00:00,"['jk tamil', 'plip plip', 'manichow', 'guyskills']",43722.0,3996.0,0.0,153.0,PT11M21S,hd,false,True,Thursday,681,4
